Gender,Age,AnnualIncome,DeviceType,TimeSpentOnSite,PagesViewed,PreviousPurchases,DiscountOffered,EmailOpened,AdClicked,MembershipType,Purchase
Male,28,37639.97,Mobile,0.7,10,3,Yes,Yes,No,Basic,No
Female,56,54079.89,Desktop,5.16,6,2,Yes,No,No,No Membership,Yes
Male,42,81071.41,Desktop,0.5,9,1,No,No,No,Basic,Yes
Male,38,67324.95,Mobile,5.53,3,1,Yes,No,No,No Membership,Yes
Male,27,60145.69,Desktop,11.41,8,1,Yes,No,No,No Membership,Yes
Male,60,58392.75,Mobile,0.29,5,1,No,No,No,No Membership,No
Male,32,64921.18,Tablet,9.65,9,2,Yes,Yes,No,Premium,Yes
Male,36,53017.63,Desktop,3.01,9,0,Yes,Yes,No,No Membership,Yes
Female,39,47600.53,Desktop,1.04,5,3,Yes,Yes,No,No Membership,Yes
Female,38,68287.49,Mobile,1.16,5,2,No,No,Yes,Premium,Yes
Female,61,50942.88,Mobile,15.06,4,0,No,Yes,No,No Membership,No
Male,49,33605.25,Mobile,0.7,15,3,No,No,No,Basic,Yes
Male,40,80979.4,Desktop,12.09,5,0,No,Yes,No,No Membership,Yes
Female,30,21341.31,Desktop,4.71,4,1,Yes,No,No,No Membership,Yes
Male,22,82329.81,Mobile,0.24,5,4,No,No,No,No Membership,Yes
Male,21,64116.19,Desktop,3.75,6,1,No,No,Yes,Basic,Yes
Female,45,37555.29,Desktop,10.2,6,2,Yes,No,No,Basic,Yes
Male,31,55436.58,Mobile,7.77,5,1,No,No,No,No Membership,Yes
Female,25,47280.46,Mobile,4.03,5,2,No,No,No,No Membership,Yes
Female,26,69539.06,Desktop,11.8,5,1,No,Yes,Yes,No Membership,Yes
Male,52,69182.76,Mobile,0.77,6,3,No,No,No,Premium,Yes
Male,54,63304.54,Desktop,14.44,3,4,Yes,Yes,No,No Membership,Yes
Female,38,68434.9,Mobile,11.24,6,1,No,No,Yes,No Membership,Yes
Male,35,52933.02,Tablet,7.39,3,1,Yes,Yes,Yes,No Membership,Yes
Male,50,86710.15,Mobile,10.22,5,2,No,No,Yes,Basic,Yes
Female,25,77024.92,Mobile,4.71,2,0,No,No,Yes,Premium,Yes
Male,34,46413.9,Mobile,6.75,6,4,No,Yes,Yes,Basic,Yes
Female,60,69595.51,Mobile,4.93,7,2,No,No,Yes,Premium,Yes
Female,48,68024.48,Mobile,2.64,3,2,Yes,No,No,No Membership,No
Male,51,50324.29,Mobile,5.05,4,1,No,Yes,No,Basic,No
Male,23,48911.38,Tablet,1.79,7,1,Yes,No,No,Basic,Yes
Male,39,76861.14,Tablet,3.48,5,1,Yes,Yes,No,No Membership,Yes
Male,31,54735.51,Mobile,1.98,3,1,No,No,No,Premium,Yes
Male,20,59683.09,Desktop,0.79,5,3,No,Yes,No,Premium,Yes
Female,29,80219.87,Mobile,2.33,5,2,Yes,Yes,Yes,Premium,Yes
Male,53,100600.1,Desktop,11.46,4,0,No,No,No,Premium,Yes
Female,29,45520.75,Desktop,2.88,2,1,No,Yes,Yes,Basic,Yes
Female,62,51023.8,Mobile,8.27,7,1,No,No,No,Premium,Yes
Female,19,56332.07,Desktop,1.16,6,0,Yes,No,No,Basic,Yes
Female,19,56741.26,Desktop,3.31,3,5,No,Yes,No,Basic,Yes
Male,32,61774.39,Mobile,0.73,1,2,No,No,No,No Membership,No
Female,40,46176.79,Tablet,0.9,4,0,No,No,No,No Membership,Yes
Female,46,32208.56,Tablet,5.77,8,1,No,No,No,Basic,No
Male,34,86568.85,Mobile,5.61,11,2,No,Yes,No,Basic,Yes
Male,49,66017.49,Desktop,1.44,3,1,No,Yes,Yes,Basic,No
Female,24,47466.36,Tablet,3.86,3,1,No,No,No,Premium,Yes
Male,47,62868.03,Mobile,11.94,7,1,No,Yes,Yes,Premium,Yes
Male,45,87993.11,Mobile,1.15,7,1,Yes,No,Yes,No Membership,Yes
Male,31,40815.61,Mobile,0.12,3,1,Yes,Yes,No,Basic,No
Male,61,58800.52,Desktop,6.33,7,2,No,No,No,Premium,No
Female,47,29982.43,Desktop,0.33,2,2,Yes,No,No,Premium,No
Female,34,52869.85,Mobile,23.45,6,0,Yes,No,No,No Membership,Yes
Female,49,66098.72,Tablet,5.64,6,1,No,No,No,Basic,Yes
Male,63,34934.98,Desktop,3.81,11,3,No,Yes,No,Basic,No
Male,23,51630.38,Desktop,3.37,2,2,Yes,Yes,No,Premium,Yes
Male,41,69398.69,Mobile,5.11,3,1,No,Yes,No,No Membership,No
Male,23,65605.6,Mobile,0.57,6,2,No,No,Yes,No Membership,Yes
Male,44,34162.63,Desktop,15.96,5,2,No,No,No,Basic,No
Female,35,61727.95,Mobile,5.9,2,7,Yes,Yes,No,Basic,Yes
Male,41,65056.94,Desktop,1.22,4,2,No,Yes,Yes,Basic,Yes
Female,54,56943.74,Desktop,4.96,5,0,No,No,No,Basic,No
Male,41,74608.11,Mobile,0.86,7,0,No,Yes,No,No Membership,No
Male,55,44389.95,Desktop,0.11,1,4,Yes,Yes,No,Premium,Yes
Male,51,62424.72,Mobile,5.97,3,0,No,No,Yes,Basic,No
Female,57,34026.39,Mobile,6.27,6,1,No,Yes,No,Premium,No
Female,64,26188.73,Mobile,5.26,1,3,No,Yes,No,No Membership,No
Female,32,69059.42,Mobile,1.22,4,0,No,No,Yes,No Membership,No
Male,28,55370.12,Mobile,5.55,6,1,Yes,No,No,Premium,Yes
Male,39,46658.48,Desktop,0.35,7,2,Yes,No,No,No Membership,Yes
Female,41,35827.19,Desktop,5.64,2,3,No,No,No,No Membership,No
Male,18,69887.84,Mobile,4.84,5,0,No,Yes,Yes,Basic,No
Female,35,27855.74,Desktop,6.39,1,2,Yes,No,Yes,Basic,Yes
Male,61,72871.79,Mobile,13.55,5,1,Yes,Yes,No,No Membership,Yes
Male,29,63117.95,Mobile,11.4,5,0,Yes,No,Yes,Basic,No
Male,60,28759.76,Desktop,23.67,4,1,Yes,Yes,No,Premium,Yes
Male,45,57267.31,Desktop,22.44,3,1,Yes,No,No,No Membership,Yes
Female,57,102767.05,Desktop,8.88,2,2,No,No,No,Premium,Yes
Male,24,76409.53,Mobile,18.8,4,2,No,Yes,No,Premium,Yes
Male,40,40095.51,Desktop,12.12,3,3,No,Yes,No,No Membership,No
Male,38,67900.7,Desktop,7.8,6,3,No,Yes,No,Basic,Yes
Male,51,29513.56,Tablet,0.47,6,3,No,Yes,No,Premium,Yes
Female,28,30316.34,Mobile,0.3,3,3,No,No,No,Basic,No
Female,39,53788.5,Desktop,10.91,8,1,No,No,No,Basic,Yes
Female,59,64929.74,Desktop,4.04,6,3,Yes,No,No,Premium,Yes
Female,52,69603.95,Tablet,10.11,6,1,Yes,Yes,No,No Membership,Yes
Male,46,69853.31,Mobile,2.25,6,2,No,Yes,No,No Membership,Yes
Female,59,63905.5,Mobile,3.04,4,3,Yes,No,No,Premium,No
Male,45,25948.16,Mobile,7.23,5,3,Yes,No,Yes,Basic,Yes
Male,35,53903.23,Mobile,14.81,4,2,Yes,Yes,No,No Membership,Yes
Female,31,72436.27,Mobile,0.55,9,1,Yes,Yes,No,Basic,No
Male,35,62979.24,Mobile,11.86,2,2,No,Yes,Yes,No Membership,Yes
Female,45,58277.91,Desktop,9.45,6,2,No,Yes,No,No Membership,No
Male,41,60926.07,Mobile,2.27,10,2,No,No,Yes,Basic,No
Female,25,60625.36,Mobile,2.63,6,1,Yes,Yes,No,Basic,Yes
Female,59,19631.85,Mobile,0.29,4,0,Yes,No,No,Premium,No
Female,62,75788.04,Mobile,0.1,7,1,Yes,Yes,Yes,No Membership,Yes
Female,25,53010.41,Tablet,3.89,5,2,No,Yes,No,Premium,Yes
Female,21,67736.56,Desktop,0.6,5,2,No,Yes,Yes,No Membership,Yes
Male,44,13498.38,Desktop,1.29,4,0,Yes,No,Yes,No Membership,No
Female,53,84897.85,Mobile,11.25,4,3,Yes,No,Yes,Premium,Yes
Male,22,34184.59,Tablet,5.08,6,1,No,No,No,Premium,Yes
Female,50,100744.14,Mobile,6.02,4,1,Yes,Yes,No,Basic,Yes
Female,51,93146.33,Desktop,1.25,5,5,Yes,Yes,No,No Membership,Yes
Female,47,31151.51,Mobile,10.58,2,1,Yes,No,No,No Membership,No
Male,25,69706.66,Desktop,12.15,10,2,Yes,Yes,No,Basic,Yes
Male,56,36690.19,Desktop,4.45,7,1,No,No,No,Basic,No
Female,64,43490.69,Mobile,14.62,4,2,No,No,Yes,Basic,Yes
Male,43,43897.01,Mobile,11.18,3,1,No,Yes,Yes,Basic,Yes
Male,54,63062.75,Desktop,7.89,3,3,No,Yes,No,Basic,Yes
Male,51,60843.46,Mobile,7.95,7,0,Yes,No,Yes,No Membership,Yes
Female,24,33371.37,Mobile,0.67,6,0,Yes,No,No,Premium,No
Female,57,62919.13,Mobile,1.9,3,2,Yes,No,No,No Membership,Yes
Male,45,51326.04,Mobile,0.42,9,2,No,Yes,Yes,Basic,Yes
Male,56,22230.05,Desktop,0.05,2,4,No,No,No,No Membership,Yes
Male,56,47187.42,Mobile,1.03,6,3,Yes,No,Yes,No Membership,Yes
Female,45,84887.68,Mobile,12.75,8,3,Yes,No,No,Premium,Yes
Female,31,47794.94,Desktop,1.65,4,1,No,Yes,No,Basic,Yes
Male,55,21960.34,Desktop,21.07,6,1,No,No,No,Premium,Yes
Male,21,69660.4,Mobile,5.46,4,2,No,Yes,Yes,No Membership,Yes
Male,59,38304.82,Desktop,1.63,4,3,No,Yes,No,No Membership,No
Female,35,58859.72,Mobile,4.12,4,4,Yes,Yes,Yes,Basic,Yes
Female,61,51904.24,Mobile,1.48,1,1,No,No,Yes,Premium,Yes
Male,42,86710.06,Tablet,24.8,3,0,No,Yes,No,No Membership,Yes
Male,24,51916.9,Tablet,11.27,2,2,Yes,No,No,Basic,Yes
Male,55,34397.39,Mobile,0.16,6,0,No,No,No,Basic,No
Female,45,46560.74,Mobile,17.71,3,2,Yes,No,Yes,Basic,Yes
Male,22,32882.03,Mobile,7.66,8,2,No,No,Yes,Basic,No
Female,20,51233.24,Mobile,0.52,3,2,Yes,Yes,Yes,Basic,Yes
Female,61,86856.23,Mobile,6.66,7,2,Yes,No,Yes,Premium,Yes
Male,48,77472.42,Mobile,6.25,5,1,Yes,No,Yes,No Membership,Yes
Male,64,91741.43,Tablet,1.48,7,1,Yes,Yes,No,No Membership,Yes
Male,59,63626.5,Desktop,8.52,4,0,No,No,No,Basic,No
Female,37,57575.8,Mobile,0.55,1,2,Yes,No,No,Basic,Yes
Female,36,37030.72,Desktop,4.03,7,2,No,No,No,Basic,No
Female,28,59854.02,Mobile,0.06,6,2,Yes,Yes,Yes,No Membership,Yes
Female,57,52653.5,Mobile,20.79,5,0,No,Yes,No,No Membership,Yes
Male,20,69015.29,Mobile,8.36,3,1,Yes,Yes,Yes,Basic,Yes
Female,40,34799.41,Desktop,1.04,5,2,Yes,Yes,No,Basic,Yes
Female,24,55948.28,Mobile,2.51,4,0,Yes,No,No,No Membership,No
Male,40,26677.05,Desktop,1.05,6,2,No,Yes,No,No Membership,No
Female,24,61077.03,Desktop,8.73,4,3,Yes,No,No,Premium,Yes
Female,63,67163.53,Mobile,0.36,3,2,Yes,Yes,No,Premium,Yes
Female,51,25812.82,Mobile,11.01,6,1,Yes,No,No,No Membership,Yes
Female,59,30884.46,Desktop,17.1,5,0,No,Yes,No,Basic,No
Female,36,31672.36,Tablet,6.77,5,1,No,No,No,Premium,No
Female,26,51802.75,Desktop,1.44,8,1,Yes,No,No,Basic,Yes
Male,35,29845.28,Mobile,2.68,4,2,No,Yes,Yes,Premium,No
Male,58,79812.82,Desktop,3.89,5,0,No,No,No,No Membership,No
Female,62,62850.75,Mobile,5.57,4,2,No,No,Yes,Basic,Yes
Male,59,65782.71,Tablet,6.63,3,2,No,Yes,No,No Membership,Yes
Male,42,26397.14,Desktop,4.85,4,1,Yes,No,Yes,No Membership,No
Male,31,78277.21,Desktop,2.6,4,0,Yes,No,No,Basic,No
Male,61,66692.97,Mobile,13.29,4,0,No,No,Yes,No Membership,Yes
Female,42,42717.78,Desktop,0.51,7,2,No,No,Yes,Premium,Yes
Female,36,27248.18,Mobile,3.77,3,1,Yes,Yes,No,Basic,Yes
Male,56,53629.71,Mobile,8.97,4,1,No,No,No,Basic,Yes
Male,32,46604.23,Mobile,0.38,9,1,No,No,No,Basic,No
Male,33,47351.32,Tablet,7.33,4,3,No,Yes,No,No Membership,Yes
Female,44,42302.22,Desktop,10.28,2,1,No,No,No,No Membership,No
Female,57,67985.85,Mobile,6.49,5,0,No,No,No,Premium,Yes
Male,27,12000.0,Desktop,0.08,5,0,Yes,Yes,No,Premium,Yes
Female,21,80738.7,Mobile,1.19,3,0,No,Yes,No,No Membership,Yes
Female,36,72966.1,Mobile,2.51,11,3,Yes,No,No,No Membership,Yes
Female,45,58792.33,Mobile,1.6,3,2,Yes,Yes,No,Basic,No
Female,38,52406.46,Desktop,19.72,5,2,No,Yes,No,Basic,Yes
Male,64,74494.91,Mobile,6.33,7,2,No,No,Yes,Premium,Yes
Female,31,54239.34,Mobile,2.11,7,0,No,No,No,No Membership,No
Male,50,49988.27,Desktop,15.93,5,1,Yes,No,No,No Membership,Yes
Female,27,75496.93,Mobile,8.1,5,1,Yes,Yes,No,Basic,Yes
Female,36,92681.12,Desktop,2.01,5,2,Yes,Yes,No,Premium,Yes
Female,47,37521.88,Mobile,2.86,1,2,No,Yes,No,Basic,No
Female,39,62646.39,Desktop,1.33,2,3,No,No,Yes,No Membership,No
Male,20,35444.95,Desktop,21.26,7,2,Yes,Yes,No,No Membership,Yes
Female,54,64029.51,Desktop,4.37,3,2,No,Yes,No,No Membership,No
Female,58,40992.73,Mobile,13.58,2,2,No,No,No,No Membership,No
Female,35,76807.87,Desktop,2.55,4,2,No,No,No,Premium,Yes
Male,28,53197.85,Mobile,11.83,4,2,No,No,No,Basic,No
Male,19,55836.62,Desktop,0.33,7,0,No,No,Yes,No Membership,No
Male,29,84360.07,Mobile,24.13,5,1,No,Yes,Yes,No Membership,Yes
Female,23,41805.95,Mobile,14.58,3,4,No,Yes,Yes,Basic,Yes
Female,60,67327.16,Desktop,2.71,5,1,Yes,No,No,No Membership,Yes
Male,57,43597.84,Desktop,8.94,5,2,No,Yes,Yes,Basic,Yes
Female,61,76533.36,Mobile,8.37,3,0,No,No,Yes,Basic,Yes
Female,46,87161.6,Tablet,13.89,6,2,No,No,No,Basic,Yes
Female,47,50267.67,Tablet,2.2,3,2,Yes,No,No,No Membership,No
Female,19,15506.37,Desktop,3.76,5,0,Yes,Yes,No,Basic,No
Female,26,42613.53,Mobile,12.01,11,1,No,No,No,No Membership,Yes
Female,64,98787.45,Desktop,9.05,2,2,No,Yes,No,No Membership,Yes
Male,19,44341.94,Mobile,3.0,4,2,Yes,Yes,No,Basic,Yes
Female,46,86878.38,Mobile,11.21,8,1,No,No,Yes,Premium,Yes
Female,50,44086.85,Tablet,0.29,7,1,No,No,No,No Membership,No
Female,27,43642.01,Tablet,9.14,3,3,No,No,No,Premium,Yes
Female,51,69025.38,Tablet,1.39,8,1,No,No,Yes,Basic,Yes
Female,61,66868.14,Mobile,2.02,6,2,No,Yes,No,Basic,No
Male,25,70339.14,Mobile,4.08,4,0,No,Yes,No,Basic,No
Male,54,55088.39,Mobile,3.58,3,1,No,Yes,No,Basic,No
Male,50,73618.48,Mobile,4.41,9,1,No,No,No,Basic,Yes
Male,64,72307.0,Mobile,4.72,7,0,Yes,Yes,No,No Membership,Yes
Female,23,75682.51,Mobile,2.42,4,2,Yes,Yes,No,Premium,Yes
Female,61,43775.94,Desktop,1.16,5,1,Yes,No,Yes,Premium,Yes
Male,57,73605.33,Desktop,8.78,5,1,No,Yes,Yes,Basic,No
Male,62,45615.95,Desktop,3.06,0,1,No,Yes,Yes,No Membership,No
Female,36,52172.18,Desktop,4.23,2,1,No,No,No,Premium,Yes
Male,49,51802.71,Mobile,6.21,5,3,Yes,Yes,No,No Membership,Yes
Female,44,37034.13,Mobile,14.42,2,1,No,Yes,No,Premium,No
Female,18,23760.68,Desktop,7.38,7,0,Yes,No,No,Basic,Yes
Female,60,77027.03,Mobile,0.28,5,3,No,No,No,No Membership,No
Male,50,42359.51,Desktop,10.94,7,3,Yes,Yes,No,No Membership,Yes
Male,57,50144.68,Mobile,27.26,7,1,Yes,Yes,Yes,Basic,Yes
Female,49,41847.1,Mobile,3.84,5,1,No,No,No,No Membership,No
Female,22,50380.22,Desktop,20.96,5,2,No,Yes,No,Basic,Yes
Male,34,45893.75,Desktop,4.76,4,1,No,Yes,No,Basic,No
Female,25,78023.51,Tablet,3.69,5,2,Yes,Yes,Yes,No Membership,Yes
Male,59,44370.93,Mobile,2.42,6,3,No,Yes,No,No Membership,Yes
Female,51,85861.97,Mobile,6.43,7,1,Yes,No,No,Basic,Yes
Male,26,75506.89,Desktop,1.57,4,0,Yes,Yes,No,Premium,Yes
Female,40,46459.95,Mobile,0.67,6,2,Yes,Yes,Yes,No Membership,No
Male,52,60756.61,Mobile,0.17,13,1,No,No,Yes,No Membership,Yes
Male,24,64348.23,Tablet,2.08,4,2,No,Yes,No,Premium,Yes
Male,32,70148.93,Desktop,3.02,3,1,No,No,Yes,No Membership,Yes
Male,37,71928.41,Tablet,4.82,7,1,No,Yes,Yes,No Membership,Yes
Female,42,58359.39,Mobile,2.08,3,0,No,No,No,Basic,Yes
Female,20,37820.38,Mobile,24.83,6,0,No,No,Yes,No Membership,Yes
Male,63,66535.99,Desktop,2.07,5,2,No,Yes,No,Premium,Yes
Male,41,50742.89,Mobile,3.49,7,0,No,Yes,No,Premium,No
Female,51,12000.0,Desktop,0.65,4,2,No,No,Yes,Basic,No
Female,63,62025.01,Mobile,1.81,8,3,No,No,No,No Membership,No
Female,39,41786.02,Desktop,0.3,9,0,Yes,Yes,Yes,Basic,No
Male,28,46749.01,Desktop,4.92,8,1,No,No,No,No Membership,Yes
Male,25,55108.38,Mobile,8.34,6,1,No,No,Yes,Basic,Yes
Female,56,27034.35,Mobile,1.31,5,0,No,Yes,Yes,No Membership,No
Male,60,57502.75,Desktop,2.75,3,2,No,No,No,No Membership,No
Female,52,49299.27,Desktop,0.1,4,0,No,Yes,Yes,No Membership,No
Male,63,39210.04,Mobile,10.98,4,1,No,Yes,No,Premium,Yes
Female,55,55832.35,Desktop,9.08,6,1,No,Yes,Yes,Basic,Yes
Male,25,24576.47,Mobile,0.39,5,3,No,No,No,No Membership,No
Female,54,56361.28,Mobile,2.72,3,6,Yes,Yes,No,Basic,Yes
Male,44,63470.78,Mobile,18.64,6,0,No,No,No,Basic,No
Female,45,60494.48,Tablet,2.99,5,3,No,No,No,No Membership,No
Male,57,69199.92,Mobile,4.48,8,1,No,No,No,Basic,Yes
Female,51,75976.34,Mobile,2.63,3,2,Yes,No,No,Premium,Yes
Female,49,53535.74,Desktop,5.44,5,2,Yes,No,No,No Membership,Yes
Female,32,74718.09,Mobile,22.94,2,0,No,Yes,No,Basic,Yes
Female,61,53468.47,Mobile,35.95,4,1,No,No,No,No Membership,Yes
Female,34,42409.7,Mobile,8.94,6,2,No,Yes,No,Basic,Yes
Female,50,47930.49,Desktop,3.11,4,2,No,No,No,Premium,Yes
Male,64,59805.6,Desktop,4.09,6,1,No,No,No,Basic,No
Female,63,74533.2,Desktop,2.65,1,1,Yes,Yes,No,No Membership,No
Male,33,55026.33,Desktop,25.43,8,0,No,Yes,No,Premium,Yes
Male,46,42874.18,Desktop,7.38,4,3,Yes,Yes,No,No Membership,Yes
Male,26,80996.68,Desktop,3.58,4,0,Yes,Yes,No,No Membership,Yes
Male,50,29173.3,Mobile,0.07,7,2,No,No,No,No Membership,No
Female,46,42990.3,Mobile,4.41,4,0,No,No,No,Basic,No
Female,30,71070.12,Desktop,24.78,4,2,Yes,Yes,No,No Membership,Yes
Female,38,86796.23,Tablet,4.44,5,2,No,No,Yes,Premium,Yes
Female,38,63652.26,Mobile,1.21,4,2,Yes,No,Yes,Premium,No
Male,22,59497.98,Mobile,0.13,6,2,Yes,No,No,No Membership,Yes
Male,27,49764.43,Mobile,2.63,6,2,Yes,Yes,No,No Membership,Yes
Male,23,64865.28,Mobile,15.02,5,2,Yes,No,Yes,Basic,Yes
Male,30,57328.62,Mobile,34.02,2,1,Yes,No,Yes,No Membership,Yes
Male,18,41418.44,Mobile,17.44,6,3,Yes,No,Yes,No Membership,Yes
Male,37,49438.11,Mobile,7.84,6,1,Yes,No,Yes,Basic,No
Female,64,39385.97,Desktop,4.9,5,0,No,No,No,Premium,Yes
Female,63,55245.08,Mobile,5.36,2,1,No,No,Yes,No Membership,No
Female,25,57913.11,Desktop,4.65,5,4,No,No,No,No Membership,No
Female,27,84418.9,Desktop,7.37,8,2,No,Yes,Yes,No Membership,Yes
Female,26,44246.85,Tablet,3.26,5,2,No,No,No,Basic,No
Male,58,51746.02,Desktop,6.64,4,3,No,No,Yes,No Membership,Yes
Female,20,77665.26,Mobile,0.78,6,2,Yes,No,Yes,Premium,Yes
Female,28,87491.61,Tablet,1.85,5,1,No,No,No,Premium,No
Male,29,63544.8,Desktop,10.85,4,2,No,No,No,No Membership,Yes
Male,27,50435.86,Mobile,14.04,4,2,No,No,No,No Membership,Yes
Female,42,46485.68,Mobile,4.65,5,1,No,Yes,Yes,Premium,Yes
Male,42,21824.8,Mobile,0.19,4,0,No,No,No,Premium,No
Female,28,38300.17,Mobile,15.7,2,3,No,No,No,Premium,Yes
Female,53,56828.12,Mobile,7.27,4,1,No,No,Yes,Basic,Yes
Male,56,51742.25,Tablet,3.21,5,2,No,No,No,No Membership,Yes
Male,43,66221.34,Mobile,5.47,3,1,Yes,No,No,No Membership,No
Male,31,51486.35,Desktop,3.37,1,1,No,No,No,Basic,No
Male,56,41930.97,Desktop,3.76,7,2,No,Yes,Yes,No Membership,Yes
Male,57,61144.2,Desktop,13.07,5,1,No,Yes,No,Premium,Yes
Female,18,100094.77,Desktop,1.05,4,0,Yes,No,No,Basic,Yes
Male,21,49287.71,Tablet,0.66,2,2,No,Yes,Yes,Basic,Yes
Female,47,57499.98,Mobile,0.02,8,4,No,No,No,Premium,Yes
Male,29,70244.66,Tablet,2.26,5,2,Yes,No,No,Premium,Yes
Female,52,44710.87,Desktop,0.96,5,3,Yes,Yes,No,Basic,Yes
Male,30,77909.64,Mobile,1.49,5,1,No,Yes,No,No Membership,No
Male,48,26577.28,Desktop,0.07,7,0,No,No,No,Premium,No
Female,55,47660.91,Desktop,1.55,5,2,Yes,No,No,No Membership,Yes
Female,60,49398.02,Tablet,2.43,3,0,No,Yes,Yes,Basic,No
Male,40,57720.84,Mobile,0.19,8,0,Yes,No,Yes,No Membership,Yes
Female,21,19513.34,Desktop,5.62,5,4,No,No,No,Basic,No
Male,33,79349.32,Mobile,5.05,4,1,Yes,Yes,No,Basic,Yes
Male,24,62455.92,Mobile,0.61,11,2,No,No,No,Basic,No
Male,39,75210.97,Mobile,5.42,2,1,Yes,Yes,No,Basic,No
Male,46,84034.64,Mobile,39.66,2,1,No,No,No,Basic,Yes
Female,28,41669.85,Desktop,17.34,7,2,Yes,No,No,Basic,Yes
Male,50,12000.0,Mobile,0.02,2,2,Yes,Yes,No,Basic,No
Male,46,75634.59,Mobile,9.52,5,0,Yes,No,No,No Membership,No
Female,56,49845.11,Mobile,2.62,4,1,No,No,Yes,Premium,No
Female,29,34602.97,Mobile,0.39,4,2,Yes,Yes,No,Premium,No
Male,24,65373.39,Mobile,2.11,5,0,No,Yes,No,Basic,Yes
Female,56,99344.02,Mobile,2.33,4,1,No,No,Yes,Basic,Yes
Male,59,53039.68,Desktop,4.44,5,2,No,Yes,No,Premium,Yes
Female,43,72120.09,Mobile,6.49,2,3,No,Yes,Yes,No Membership,Yes
Female,57,37224.95,Mobile,8.3,3,1,Yes,Yes,No,Premium,No
Female,26,24638.36,Mobile,1.69,4,3,No,Yes,No,Basic,Yes
Male,58,71450.93,Desktop,2.33,3,1,No,Yes,No,Basic,No
Male,51,64829.32,Mobile,2.21,5,1,No,No,Yes,Premium,No
Male,62,46617.35,Desktop,2.7,7,0,No,No,Yes,Premium,Yes
Male,30,85711.95,Desktop,47.85,3,0,No,No,Yes,No Membership,Yes
Male,53,23239.2,Desktop,9.03,7,0,Yes,No,No,Premium,Yes
Female,42,32859.46,Mobile,22.13,5,0,No,No,No,Premium,Yes
Male,41,45228.38,Desktop,7.09,3,3,Yes,No,Yes,No Membership,Yes
Male,61,48584.85,Desktop,3.13,5,1,Yes,No,No,Basic,Yes
Female,34,81376.38,Mobile,2.96,4,0,No,Yes,No,Basic,Yes
Male,19,55885.56,Desktop,4.02,3,1,Yes,Yes,Yes,No Membership,Yes
Female,30,51526.83,Tablet,3.24,4,4,Yes,No,No,Premium,Yes
Male,48,32139.88,Desktop,10.57,3,2,Yes,No,Yes,Premium,Yes
Male,46,74559.4,Desktop,3.75,8,0,No,No,No,No Membership,No
Male,45,34540.46,Desktop,2.1,4,0,No,No,No,No Membership,No
Male,44,32057.0,Desktop,8.95,2,1,No,No,No,Premium,Yes
Female,32,,Desktop,11.56,4,2,Yes,Yes,No,No Membership,Yes
Male,48,57937.49,Desktop,3.27,6,2,No,Yes,Yes,Premium,Yes
Female,57,42037.43,Desktop,6.61,1,1,No,Yes,No,Basic,Yes
Male,32,67726.32,Mobile,0.36,5,4,Yes,No,No,No Membership,No
Male,50,49906.43,Mobile,4.52,7,0,No,No,No,No Membership,Yes
Female,37,73949.84,Desktop,0.28,3,2,No,Yes,No,No Membership,Yes
Male,59,64091.99,Mobile,0.18,2,2,No,Yes,Yes,Premium,No
Female,29,87246.63,Desktop,5.69,5,0,No,No,No,No Membership,No
Female,54,47039.88,Tablet,2.17,5,0,No,Yes,No,Premium,Yes
Female,26,70191.48,Desktop,8.14,9,1,No,No,No,No Membership,Yes
Female,40,22837.4,Tablet,13.58,2,5,Yes,No,No,Basic,Yes
Male,25,107049.86,Desktop,0.9,6,3,No,Yes,No,Basic,Yes
Male,49,69291.04,Mobile,7.74,5,0,No,Yes,No,Premium,Yes
Male,31,49666.47,Desktop,4.34,3,2,No,No,No,Premium,No
Female,44,50335.75,Mobile,0.71,4,1,Yes,No,Yes,No Membership,Yes
Female,42,50553.58,Mobile,6.33,5,0,No,Yes,Yes,Basic,Yes
Male,30,88120.66,Mobile,5.64,5,2,No,Yes,No,No Membership,No
Female,38,71173.89,Mobile,4.35,7,3,No,Yes,No,No Membership,Yes
Male,62,47020.27,Mobile,15.66,2,1,No,No,No,No Membership,Yes
Female,48,32701.33,Mobile,4.42,6,0,No,Yes,Yes,No Membership,No
Male,54,76529.88,Desktop,27.95,7,1,Yes,No,No,No Membership,Yes
Female,60,70093.88,Desktop,4.27,8,1,Yes,No,No,No Membership,Yes
Female,22,67714.67,Mobile,0.74,2,2,No,Yes,Yes,Premium,Yes
Male,30,53492.6,Mobile,3.81,9,0,Yes,Yes,Yes,No Membership,Yes
Male,45,49606.89,Desktop,1.21,1,0,No,Yes,No,Premium,No
Male,60,85334.02,Desktop,5.45,9,0,No,Yes,Yes,Premium,Yes
Male,42,87008.85,Tablet,7.09,3,1,Yes,Yes,No,Basic,Yes
Male,52,66522.25,Mobile,3.79,3,1,No,Yes,No,No Membership,No
Female,64,72457.14,Desktop,0.62,5,0,No,No,No,Basic,No
Female,56,59249.77,Mobile,3.79,6,1,Yes,Yes,No,Basic,Yes
Female,24,30340.26,Desktop,0.51,8,0,Yes,Yes,No,Basic,Yes
Male,55,37364.63,Mobile,6.88,6,2,No,No,No,Basic,No
Female,49,75631.27,Mobile,9.37,5,1,Yes,No,No,No Membership,Yes
Female,20,77926.7,Mobile,19.68,6,1,No,No,No,No Membership,Yes
Male,62,73974.29,Mobile,0.97,4,3,No,Yes,No,No Membership,No
